"報告年度:2023","議題:溫室氣體排放"
"=""5460""","同協","29.7434","僅母公司","N/A","344.3160","僅母公司","N/A","N/A","N/A","N/A","1.2742"
"=""5464""","霖宏","313.9020","母公司","N/A","9,857.8260","母公司","N/A","N/A","N/A","N/A","12.3721"
"=""5465""","富驊","0.0000","僅母公司","N/A","35.9500","僅母公司","N/A","36.7700","僅母公司","N/A","0.0421"
"=""5468""","凱鈺","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""5474""","聰泰","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""5475""","德宏","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""5478""","智冠","N/A","N/A","N/A","1,421.7370","包含合併財務報表之母子公司","N/A","17.7750","包含合併財務報表之母子公司","N/A","0.0000"
"=""5481""","新華","0.0000","母公司","母公司","13.8580","母公司","母公司","N/A","N/A","N/A",""
"=""5483""","中美晶","550.8500","母公司，包含：總公司、竹南分公司(竹南廠、二廠)、宜蘭分公司(一廠、三廠)、旭鑫分公司","母公司，包含：總公司、竹南分公司(竹南廠、二廠)、宜蘭分公司(一廠、三廠)、旭鑫分公司","28,268.6630","母公司，包含：總公司、竹南分公司(竹南廠、二廠)、宜蘭分公司(一廠、三廠)、旭鑫分公司","母公司，包含：總公司、竹南分公司(竹南廠、二廠)、宜蘭分公司(一廠、三廠)、旭鑫分公司","279,653.5050","母公司，包含：總公司、竹南分公司(竹南廠、二廠)、宜蘭分公司(一廠、三廠)、旭鑫分公司","母公司，包含：總公司、竹南分公司(竹南廠、二廠)、宜蘭分公司(一廠、三廠)、旭鑫分公司","4.2139"
"=""5487""","通泰","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""5488""","松普","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""5489""","彩富","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""5490""","同亨","0.0190","母公司","N/A","376.5830","母公司","N/A","N/A","N/A","N/A","0.4907"
"=""5493""","三聯","3,836.0000","包含合併財務報表之母子公司","N/A","6,450.0000","包含合併財務報表之母子公司","N/A","5,445.0000","僅母公司","N/A","4.2492"
"=""5498""","凱崴","202.9502","僅母公司","僅母公司","5,499.8955","僅母公司","僅母公司","1,204.1269","僅母公司","僅母公司","5.3397"
"=""5508""","永信建","8.2219","公司總部","N/A","75.9924","公司總部","N/A","29.2210","公司總部(員工通勤、員工差旅)","N/A","0.0102"
"=""5511""","德昌","43.6026","組織邊界設定參考ISO 14064-1：2018、溫室氣體盤查議定書之要求建議，採用「營運控制權法」，對於本公司本次範圍內涵蓋之場所，於管理或營運控制下的設施造成之溫室氣體排放量，組織將全部認列。範圍涵蓋: 德昌營造股份有限公司台中總公司，地址為:台中市北區五權路401-1號","N/A","150.0535","組織邊界設定參考ISO 14064-1：2018、溫室氣體盤查議定書之要求建議，採用「營運控制權法」，對於本公司本次範圍內涵蓋之場所，於管理或營運控制下的設施造成之溫室氣體排放量，組織將全部認列。範圍涵蓋: 德昌營造股份有限公司台中總公司，地址為:台中市北區五權路401-1號","N/A","N/A","N/A","N/A",""
"=""5512""","力麒","23.2400","個體公司","N/A","25.5000","個體公司","N/A","N/A","N/A","N/A","0.0063"
"=""5514""","三豐","6.6000","包含合併財務報表之母子公司","N/A","155.8000","包含合併財務報表之母子公司","N/A","N/A","N/A","N/A","0.3400"
"=""5516""","雙喜","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""5520""","力泰","3,342,063.0000","111年合併財務報表之母公司","N/A","1,895,642.0000","111年合併財務報表之母公司","N/A","N/A","N/A","N/A",""
"=""5523""","豐謙","N/A","N/A","N/A","24.3070","合併財務報之母子公司","N/A","N/A","N/A","N/A",""
"=""5529""","鉅陞","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""5530""","龍巖","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""5536""","聖暉*","75.9532","本公司之組織邊界設定方法為「營運控制權法」，本公司範圍內使用樓層揭露所有排放源皆為本公司完全擁有，並以其方法彙總其設施層級溫室氣體排放量與移除量。排除因應專案需求在客戶廠區不特定的臨時組合屋辦公室，以營運控制權法執行盤查作業原則，設定涵蓋「聖暉工程科技股份有限公司」所屬營運範圍。","聖暉工程科技股份有限公司(總公司：台中市西屯區文心路二段201號19樓、台中市西屯區文心路二段201號20樓之1、6-7；高雄營運處：高雄市鳳山區過埤路99-3號；矽品中科辦公室：台中市大雅區科雅路376巷2-1號；G5專案辦公室：彰化縣縣西鄉慶濱路13號(編號9)。)","91.8240","本公司之組織邊界設定方法為「營運控制權法」，本公司範圍內使用樓層揭露所有排放源皆為本公司完全擁有，並以其方法彙總其設施層級溫室氣體排放量與移除量。排除因應專案需求在客戶廠區不特定的臨時組合屋辦公室，以營運控制權法執行盤查作業原則，設定涵蓋「聖暉工程科技股份有限公司」所屬營運範圍。","聖暉工程科技股份有限公司(總公司：台中市西屯區文心路二段201號19樓、台中市西屯區文心路二段201號20樓之1、6-7；高雄營運處：高雄市鳳山區過埤路99-3號；矽品中科辦公室：台中市大雅區科雅路376巷2-1號；G5專案辦公室：彰化縣縣西鄉慶濱路13號(編號9)。)","303.9383","本公司之組織邊界設定方法為「營運控制權法」，本公司範圍內使用樓層揭露所有排放源皆為本公司完全擁有，並以其方法彙總其設施層級溫室氣體排放量與移除量。排除因應專案需求在客戶廠區不特定的臨時組合屋辦公室，以營運控制權法執行盤查作業原則，設定涵蓋「聖暉工程科技股份有限公司」所屬營運範圍。","聖暉工程科技股份有限公司(總公司：台中市西屯區文心路二段201號19樓、台中市西屯區文心路二段201號20樓之1、6-7；高雄營運處：高雄市鳳山區過埤路99-3號；矽品中科辦公室：台中市大雅區科雅路376巷2-1號；G5專案辦公室：彰化縣縣西鄉慶濱路13號(編號9)。)",""
"=""5543""","桓鼎-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""5548""","安倉","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""5601""","台聯櫃","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""5603""","陸海","15,177.8431","母公司","母公司","181.3502","母公司","母公司","30,454.0039","母公司","母公司","28.1428"
"=""5604""","中連","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""5609""","中菲行","48.4980","中菲行國際物流股份有限公司- 台灣地區空運營運單位 得美行股份有限公司- 台灣地區海運營運單位  ","N/A","98.4960","中菲行國際物流股份有限公司- 台灣地區空運營運單位 得美行股份有限公司- 台灣地區海運營運單位","N/A","59,004.9930","中菲行國際物流股份有限公司- 台灣地區空運營運單位 得美行股份有限公司- 台灣地區海運營運單位","N/A","0.0600"
"=""5701""","劍湖山","552.9097","母公司 ","母公司","5,302.6415","母公司 ","母公司 ","1,304.4077","母公司:僅統計1.上游運輸2.購買商品3.營運產生之廢棄物4.與燃料和能源相關活動等4個項目之間接排放","N/A","10.5887"
"=""5703""","亞都麗緻","349.0000","僅母公司","N/A","1,883.0000","僅母公司","N/A","N/A","N/A","N/A","5.6800"
"=""5704""","老爺知","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""5864""","致和證","1.1700","公司全部營業據點 ","N/A","478.8880","公司全部營業據點","N/A","N/A","N/A","N/A","0.4180"
"=""5878""","台名","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""5902""","德記","105.0000","僅母公司","N/A","126.0000","僅母公司","N/A","N/A","N/A","N/A","0.1122"
"=""5903""","全家","4,647.7800","盤查組織邊界包含328處店舖(超商及商場)、22處辦公室及訓練中心，共計350個據點。","確信範圍包含328處店舖(超商及商場)、22處辦公室及訓練中心，共計350個據點。","26,936.8400","盤查組織邊界包含328處店舖(超商及商場)、22處辦公室及訓練中心，共計350個據點。","確信範圍包含328處店舖(超商及商場)、22處辦公室及訓練中心，共計350個據點。","6,742.3500","盤查組織邊界包含328處店舖(超商及商場)、22處辦公室及訓練中心，共計350個據點。","確信範圍包含328處店舖(超商及商場)、22處辦公室及訓練中心，共計350個據點。","4.5514"
"=""5904""","寶雅","2,182.0000","以營運控制權法執行盤查作業原則，地理位置範圍含下列之辦公室、物流中心及411間分店","範疇1：直接溫室氣體排放","46,451.0000","以營運控制權法執行盤查作業原則，地理位置範圍含下列之辦公室、物流中心及411間分店","範疇2：電力之間接溫室氣體排放","N/A","N/A","N/A","2.2027"
"=""5905""","南仁湖","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6015""","宏遠證","89.1850","包含合併財務報表之母子公司","N/A","1,116.5540","包含合併財務報表之母子公司","N/A","257.8370","包含合併財務報表之母子公司","N/A","0.9870"
"=""6016""","康和證","88.7420","母公司(總公司及包含分布於北中南三區15 個分公司，共16 個據點，覆蓋率100%)","母公司(總公司及包含分布於北中南三區15 個分公司，共16 個據點，覆蓋率100%)","1,354.8950","母公司(總公司及包含分布於北中南三區15 個分公司，共16 個據點，覆蓋率100%)","母公司(總公司及包含分布於北中南三區15 個分公司，共16 個據點，覆蓋率100%)","283.6820","母公司(總公司及包含分布於北中南三區15 個分公司，共16 個據點，覆蓋率100%)","母公司(總公司及包含分布於北中南三區15 個分公司，共16 個據點，覆蓋率100%)","0.6120"
"=""6020""","大展證","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6021""","美好證","760.4690","包含合併財務報表之母子公司","N/A","N/A","N/A","N/A","N/A","N/A","N/A","90.5400"
"=""6023""","元大期貨","10.8479","國內全營運據點","國內全營運據點","499.1717","國內全營運據點","國內全營運據點","142.4656","廢棄物處理、國內及海外差旅","國內全營運據點","0.1912"
"=""6026""","福邦證","62.2056","包含合併財務報表之母子公司","N/A","221.0462","包含合併財務報表之母子公司","N/A","99.0780","包含合併財務報表之母子公司","N/A","0.2053"
"=""6101""","寬魚國際","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6103""","合邦","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6104""","創惟","0.0000","台北辦公室","N/A","696.8000","台北辦公室","N/A","N/A","N/A","N/A",""
"=""6109""","亞元","N/A","N/A","N/A","N/A","N/A","N/A","88.5200","主要母公司辦公室排放源，皆為外購電力屬間接能源排放。","N/A",""
"=""6111""","大宇資","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6113""","亞矽","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6114""","久威","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6118""","建達","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6121""","新普","1,949.4630","包含合併財務報表之母子公司","包含合併財務報表之母子公司","26,178.9910","包含合併財務報表之母子公司","包含合併財務報表之母子公司","289,877.0352","包含合併財務報表之母子公司","包含合併財務報表之母子公司","0.3317"
"=""6122""","擎邦","4.2771","僅母公司","N/A","146.9565","僅母公司","N/A","10.2401","僅母公司","N/A",""
"=""6123""","上奇","4.5825","母公司","母公司","58.8567","母公司","母公司","40.3170","母公司","母公司","0.1539"
"=""6124""","業強","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6125""","廣運","912.9330","母公司","N/A","862.4480","母公司","N/A","N/A","N/A","N/A","0.6400"
"=""6126""","信音","633.6260","合併財務報表之母子公司","合併財務報表之母子公司","4,816.1450","合併財務報表之母子公司","合併財務報表之母子公司","N/A","N/A","N/A","1.5790"
"=""6127""","九豪","82.3400","母公司","N/A","6,085.9750","母公司","N/A","10.0830","母公司","N/A",""
"=""6129""","普誠","78.9706","普誠科技股份有限公司(新北市新店區寶橋路233-1號2樓、新北市新店區寶橋路235巷6弄3號5號6樓、新竹市光復路二段2巷47號6樓-1)。 普誠科技（深圳）有限公司(廣東省深圳市寶安區西鄉街道龍騰社區西鄉大道230號 滿京華藝巒大廈1座1801)。 普誠創智（成都）科技有限公司(成都高新區合作路309號)。 成都启臣微电子股份有限公司(四川省成都市高新区合作路309号普诚科技大楼7楼702、703、广东深圳市宝安区西乡街道 前进二路104号凤凰岗第一工业区A栋信达大厦3楼、深圳市宝安区西乡大道230号满京华艺峦大厦1座1802)","N/A","921.0979","普誠科技股份有限公司(新北市新店區寶橋路233-1號2樓、新北市新店區寶橋路235巷6弄3號5號6樓、新竹市光復路二段2巷47號6樓-1)。 普誠科技（深圳）有限公司(廣東省深圳市寶安區西鄉街道龍騰社區西鄉大道230號 滿京華藝巒大廈1座1801)。 普誠創智（成都）科技有限公司(成都高新區合作路309號)。 成都启臣微电子股份有限公司(四川省成都市高新区合作路309号普诚科技大楼7楼702、703、广东深圳市宝安区西乡街道 前进二路104号凤凰岗第一工业区A栋信达大厦3楼、深圳市宝安区西乡大道230号满京华艺峦大厦1座1802)","N/A","16.5567","普誠科技股份有限公司(新北市新店區寶橋路233-1號2樓、新北市新店區寶橋路235巷6弄3號5號6樓、新竹市光復路二段2巷47號6樓-1)。 普誠科技（深圳）有限公司(廣東省深圳市寶安區西鄉街道龍騰社區西鄉大道230號 滿京華藝巒大廈1座1801)。 普誠創智（成都）科技有限公司(成都高新區合作路309號)。 成都启臣微电子股份有限公司(四川省成都市高新区合作路309号普诚科技大楼7楼702、703、广东深圳市宝安区西乡街道 前进二路104号凤凰岗第一工业区A栋信达大厦3楼、深圳市宝安区西乡大道230号满京华艺峦大厦1座1802)","N/A",""
"=""6130""","上亞科技","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6134""","萬旭","38.1958","僅母公司","母公司","204.9354","母公司","僅母公司","403.9136","母公司","僅母公司",""
"=""6138""","茂達","N/A","N/A","N/A","1,109.0000","本公司","N/A","N/A","N/A","N/A","0.3988"
"=""6140""","訊達電腦","6.2200","母公司之台北總公司","N/A","89.8100","母公司之台北總公司","N/A","N/A","N/A","N/A",""
"=""6143""","振曜","140.3002","母公司","母公司","1,611.7596","母公司","母公司","354.0933","母公司","母公司","0.2635"
"=""6144""","得利影","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6146""","耕興","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6147""","頎邦","8,795.2743","僅母公司 (全台灣六處營運據點)","僅母公司 (全台灣六處營運據點)","145,464.9512","僅母公司 (全台灣六處營運據點)","僅母公司 (全台灣六處營運據點)","40,116.1728","僅母公司 (全台灣六處營運據點)","僅母公司 (全台灣六處營運據點)","7.6913"
"=""6148""","驊宏資","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6150""","撼訊","44.5780","母公司","N/A","1,409.4250","母公司","N/A","N/A","N/A","N/A",""
"=""6151""","晉倫","163.1452","僅母公司","N/A","2,530.7370","僅母公司","N/A","583.6383","僅母公司","N/A","3.3843"
"=""6154""","順發","N/A","N/A","N/A","4,460.0000","包含合併財務報表之母子公司","N/A","N/A","N/A","N/A",""
"=""6156""","松上","1,274.0300","松上總公司及三家中國子公司(東莞、湖北、蘇州)","松上總公司及三家中國子公司(東莞、湖北、蘇州)","22,257.3000","松上總公司及三家中國子公司(東莞、湖北、蘇州)","松上總公司及三家中國子公司(東莞、湖北、蘇州)","43,911.7800","松上總公司及三家中國子公司(東莞、湖北、蘇州)","松上總公司及三家中國子公司(東莞、湖北、蘇州)","7.1500"
"=""6158""","禾昌","299.2603","母公司+子公司(含宿舍)","N/A","16,638.4667","母公司+子公司(含宿舍)","N/A","N/A","N/A","N/A","9.6500"
"=""6160""","欣技","30.1638","邊界設定以「欣技資訊股份有限公司」母公司為盤查範圍，所有設施，包含台北總公司及汐止工廠。","N/A","518.2396","邊界設定以「欣技資訊股份有限公司」母公司為盤查範圍，所有設施，包含台北總公司及汐止工廠。","N/A","946.5747","邊界設定以「欣技資訊股份有限公司」母公司為盤查範圍，所有設施，包含台北總公司及汐止工廠。","N/A","0.0234"
"=""6161""","捷波","7.3457","包含合併財務報表之母子公司","N/A","55.2198","包含合併財務報表之母子公司","N/A","28,979.9942","包含合併財務報表之母子公司","N/A","21.8201"
"=""6163""","華電網","320.3890","華電聯網汐止總公司＋全台營運據點","N/A","953.7120","華電聯網汐止總公司＋全台營運據點","N/A","852.8180","華電聯網汐止總公司＋全台營運據點","N/A",""
"=""6167""","久正","48.2550","僅母公司","N/A","2,845.3194","僅母公司","N/A","N/A","N/A","N/A",""
"=""6169""","昱泉","N/A","N/A","N/A","52.1568","僅母公司","N/A","9.4908","僅母公司","N/A",""
"=""6170""","統振","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6171""","大城地產","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6173""","信昌電","1,586.4086","母公司台灣工廠","母公司台灣工廠","30,440.8490","母公司台灣工廠","母公司台灣工廠","6,539.2073","母公司台灣工廠(外購能源上游排放(包含運輸) -LPG、柴油、汽油、電力、水資源之上游排放及廢棄物處理)","母公司台灣工廠(外購能源上游排放(包含運輸) -LPG、柴油、汽油、電力、水資源之上游排放及廢棄物處理)","12.0184"
"=""6174""","安碁","146.9172","母公司","N/A","2,423.3019","母公司","N/A","N/A","N/A","N/A","5.5240"
"=""6175""","立敦","1,043.9646","立敦集團合併財務報表之母子公司","立敦科技(股)公司","171,330.1757","立敦集團合併財務報表之母子公司","立敦科技(股)公司","31,473.9008","立敦集團合併財務報表之母子公司","立敦科技(股)公司","55.4236"
"=""6179""","亞通","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6180""","橘子","193.4630","本次遊戲橘子組織邊界設定方法為「營運控制權法」，盤查組織涵蓋遊戲橘子數位科技股份有限公司本身及在台營運子公司。","涵蓋遊戲橘子數位科技股份有限公司本身及在台營運子公司。","4,559.7640","本次遊戲橘子組織邊界設定方法為「營運控制權法」，盤查組織涵蓋遊戲橘子數位科技股份有限公司本身及在台營運子公司。","涵蓋遊戲橘子數位科技股份有限公司本身及在台營運子公司。","3,789.4820","本次遊戲橘子組織邊界設定方法為「營運控制權法」，盤查組織涵蓋遊戲橘子數位科技股份有限公司本身及在台營運子公司。","涵蓋遊戲橘子數位科技股份有限公司本身及在台營運子公司。","0.4850"
"=""6182""","合晶","3,868.7742","以台灣龍潭廠與楊梅廠為邊界範圍","以台灣龍潭廠與楊梅廠為邊界範圍","60,534.5405","以台灣龍潭廠與楊梅廠為邊界範圍","以台灣龍潭廠與楊梅廠為邊界範圍","5,066.9400","以台灣龍潭廠與楊梅廠為邊界範圍","以台灣龍潭廠與楊梅廠為邊界範圍","6.4100"
"=""6185""","幃翔","N/A","N/A","N/A","50.8070","母公司112年/01月~112年/12月台電電費繳費單","N/A","N/A","N/A","N/A",""
"=""6186""","新潤","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6187""","萬潤","183.5120","母公司路竹廠","N/A","61.9636","母公司路竹廠","N/A","N/A","N/A","N/A","0.2037"
"=""6188""","廣明","327.5800","包含合併財務報表之母子公司","N/A","19,356.3900","包含合併財務報表之母子公司","N/A","1,632.2600","包含合併財務報表之母子公司","N/A","2.0544"
"=""6190""","萬泰科","3,331.3000","僅母公司","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1.1950"
"=""6194""","育富","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6195""","詩肯","135.1261","8間倉庫(含總部)、59間獨立店門市","N/A","1,436.9000","8間倉庫(含總部)、59間獨立店門市","N/A","N/A","N/A","N/A","1.0354"
"=""6198""","瑞築","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6199""","天品","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6203""","海韻電","143.9500","包含合併財務報表之母子公司","N/A","1,293.7504","包含合併財務報表之母子公司","N/A","260,820.2541","包含合併財務報表之母子公司","N/A","0.4300"
"=""6204""","艾華","47.0206","僅母公司","N/A","197.7533","僅母公司","N/A","N/A","N/A","N/A","0.8344"
"=""6207""","雷科","51.9840","高雄總公司、高雄臨廣五廠區、新竹分公司","N/A","1,318.1065","高雄總公司、高雄臨廣五廠區、新竹分公司","N/A","323.3551","高雄總公司、高雄臨廣五廠區、新竹分公司","N/A","1.6690"
"=""6208""","日揚","211.5000","母公司","N/A","3,786.0800","母公司","N/A","N/A","N/A","N/A","1.5585"
"=""6210""","慶生","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6212""","理銘","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6217""","中探針","90.5249","新北市板橋區和平路24巷8號 2~6F 新北市板橋區和平路24巷10號 2~6F 新北市板橋區和平路24巷12號 2~6F 新北市板橋區和平路24巷14號 2~6F 新北市板橋區和平路24巷8、10、12、14號入口 1F警衛室 新北市土城區中山路4巷6號","N/A","889.0430","新北市板橋區和平路24巷8號 2~6F 新北市板橋區和平路24巷10號 2~6F 新北市板橋區和平路24巷12號 2~6F 新北市板橋區和平路24巷14號 2~6F 新北市板橋區和平路24巷8、10、12、14號入口 1F警衛室 新北市土城區中山路4巷6號","N/A","81.7099","新北市板橋區和平路24巷8號 2~6F 新北市板橋區和平路24巷10號 2~6F 新北市板橋區和平路24巷12號 2~6F 新北市板橋區和平路24巷14號 2~6F 新北市板橋區和平路24巷8、10、12、14號入口 1F警衛室 新北市土城區中山路4巷6號","N/A","1.2096"
"=""6218""","豪勉","8.7400","母公司","N/A","497.5400","母公司","N/A","N/A","N/A","N/A","0.4820"
"=""6219""","富旺","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6220""","岳豐","30.1765","台灣母公司(含台北辦事處)","N/A","1,387.8782","台灣母公司(含台北辦事處)","N/A","9,035.1105","台灣母公司(含台北辦事處)","N/A","0.1442"
"=""6221""","晉泰","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6222""","上揚","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6223""","旺矽","1,441.2795","以營運控制權法訂定組織邊界，組織邊界為旺矽科技股份有限公司(竹北一廠、竹北二廠、竹北三廠、新埔廠、湖口廠、路竹廠)","資料邊界內所有範疇一之排放源","18,601.9278","以營運控制權法訂定組織邊界，組織邊界為旺矽科技股份有限公司(竹北一廠、竹北二廠、竹北三廠、新埔廠、湖口廠、路竹廠)","資料邊界內所有範疇二之排放源","6,911.8828","以營運控制權法訂定組織邊界，組織邊界為旺矽科技股份有限公司(竹北一廠、竹北二廠、竹北三廠、新埔廠、湖口廠、路竹廠)","資料邊界內之1. 採購商品與服務 、 2. 營運產生之廢棄物(廢棄處理)、3.營運產生之廢棄物(廢棄運輸)","3.9950"
"=""6227""","茂綸","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6228""","全譜","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6229""","研通","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6231""","系微","N/A","N/A","N/A","386.0000","外購電力","N/A","N/A","N/A","N/A","0.3487"
"=""6233""","旺玖","1.3970","僅母公司，包含台北總公司及新竹分公司；子公司無實質營運情形不適用。","N/A","588.2890","僅母公司，包含台北總公司及新竹分公司；子公司無實質營運情形不適用。","N/A","N/A","N/A","N/A",""
"=""6234""","高僑","129.0994","母公司","N/A","1,164.3950","母公司","N/A","N/A","N/A","N/A",""
"=""6236""","中湛","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6237""","驊訊","2.3674","母公司：驊訊電子企業股份有限公司。子公司：驊訊文創科技股份有限公司。子公司：好音樂文創科技股份有限公司。","N/A","179.5957","母公司：驊訊電子企業股份有限公司。子公司：驊訊文創科技股份有限公司。子公司：好音樂文創科技股份有限公司。","N/A","N/A","N/A","N/A","417.6390"
"=""6240""","松崗","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6241""","易通展","4.8832","僅母公司","N/A","28.3064","僅母公司","N/A","2,721.8370","僅母公司","N/A","0.0517"
"=""6242""","立康","32.2159","包含合併財務報表之母子公司","N/A","512.7502","包含合併財務報表之母子公司","N/A","N/A","N/A","N/A",""
"=""6244""","茂迪","1,489.0077","茂迪台灣南科廠區","N/A","21,323.6694","茂迪台灣南科廠區","N/A","N/A","N/A","N/A","5.1832"
"=""6245""","立端","7.1810","僅母公司","僅母公司","2,593.4708","僅母公司","僅母公司","1,083.1718","僅母公司","僅母公司","0.4100"
"=""6246""","臺龍","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6248""","沛波","147.6227","僅母公司","僅母公司","979.8894","僅母公司","僅母公司","N/A","N/A","N/A","0.1441"
"=""6259""","百徽","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
