"報告年度:2023","議題:溫室氣體排放"
"=""6855""","數泓科","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6856""","鑫傳","52.3988","母公司及合併財務報表之子公司(鑫傳、鑫祺、鑫隆、人誠、永敘)","母公司及合併財務報表之子公司(鑫傳、鑫祺、鑫隆、人誠、永敘)","334.8153","母公司及合併財務報表之子公司(鑫傳、鑫祺、鑫隆、人誠、永敘)","母公司及合併財務報表之子公司(鑫傳、鑫祺、鑫隆、人誠、永敘)","74.8972","母公司及合併財務報表之子公司(鑫傳、鑫祺、鑫隆、人誠、永敘)","母公司及合併財務報表之子公司(鑫傳、鑫祺、鑫隆、人誠、永敘)","0.9770"
"=""6859""","伯特光","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6865""","偉康科技","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6870""","騰雲","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6874""","倍力","3.1370","台北總公司及高雄分公司","N/A","58.6660","台北總公司及高雄分公司","N/A","N/A","N/A","N/A","0.0387"
"=""6875""","國邑*","N/A","N/A","N/A","117.3000","本公司並無從事藥物生產製造業務，溫室氣體以辦公室及實驗室用電及用水產生之碳排放為主。","N/A","N/A","N/A","N/A",""
"=""6877""","鏵友益","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6881""","潤德","19.3959","與本公司公告之財務報告範圍一致","N/A","73.7621","辦公室（不含工地）","N/A","N/A","N/A","N/A","0.0612"
"=""6894""","衛司特","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6895""","宏碩系統","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6899""","創為精密","314.3747","母公司","N/A","4,072.4652","母公司","N/A","6,519.1356","母公司","N/A","12.7406"
"=""6903""","巨漢","692.9946","僅母公司","N/A","48.2562","僅母公司","N/A","N/A","N/A","N/A","0.2584"
"=""6904""","伯鑫","439.7442","僅母公司","N/A","846.1989","僅母公司","N/A","N/A","N/A","N/A",""
"=""6922""","宸曜","39.8187","宸曜科技股份有限公司台北總部(新北市中和區中正路868-3號15樓等)、台中辦公室(台中市西區台灣大道二段186號6樓之2)","N/A","289.2339","宸曜科技股份有限公司台北總部(新北市中和區中正路868-3號15樓等)、台中辦公室(台中市西區台灣大道二段186號6樓之2)","N/A","N/A","N/A","N/A","0.3918"
"=""6929""","佑全","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6953""","家碩","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""7402""","邑錡","54.8750","本公司(內湖、三重及安鴻辦公室)","N/A","55.5050","本公司(內湖、三重及安鴻辦公室)","N/A","N/A","N/A","N/A","0.2036"
"=""7556""","意德士科技","29.8362","合併公司之台北及新竹營運據點","N/A","459.0089","合併公司之台北及新竹營運據點","N/A","N/A","N/A","N/A","0.9464"
"=""8024""","佑華","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8027""","鈦昇","93.7432","僅母公司:橫山路61號、69號、69-8號","N/A","690.4349","僅母公司:橫山路61號、69號、69-8號","N/A","N/A","N/A","N/A","0.6795"
"=""8032""","光菱","468.8732","母公司(汐止/高雄/新竹/台中)","N/A","89.2579","母公司(汐止/高雄/新竹/台中)","N/A","N/A","N/A","N/A",""
"=""8034""","榮群","11.7000","新竹總公司","N/A","224.6000","新竹總公司","N/A","N/A","N/A","N/A","0.3500"
"=""8038""","長園科","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8040""","九暘","14.7120","新竹以及汐止辦公區域","N/A","357.9010","新竹以及汐止辦公區域","N/A","N/A","N/A","N/A","0.0570"
"=""8042""","金山電","540.0000","包含母公司及三個海外實體公司","N/A","13,926.4100","包含母公司及三個海外實體子公司","N/A","2,399.7500","包含母公司及三個海外實體子公司","N/A","4.5307"
"=""8043""","蜜望實","97.7600","僅母公司","N/A","141.1400","僅母公司","N/A","N/A","N/A","N/A","0.0300"
"=""8044""","網家","N/A","N/A","N/A","7,938.8200","母公司","N/A","N/A","N/A","N/A",""
"=""8047""","星雲","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8048""","德勝","N/A","N/A","N/A","288.5070","僅母公司","N/A","N/A","N/A","N/A","0.1610"
"=""8049""","晶采","12.0433","母公司","N/A","805.4868","母公司","N/A","N/A","N/A","N/A","0.3915"
"=""8050""","廣積","130.2209","母公司","N/A","3,604.3435","母公司","N/A","819.3619","母公司","N/A","0.9170"
"=""8054""","安國","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8059""","凱碩","15.6800","母公司","母公司","132.7200","母公司","母公司","N/A","N/A","N/A","0.2667"
"=""8064""","東捷","348.3548","僅母公司","僅母公司","2,358.5879","僅母公司","僅母公司","282.0705","僅母公司","僅母公司","1.8364"
"=""8066""","來思達","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8067""","志旭","N/A","N/A","N/A","97.1060","志旭國際辦公室及志旭日本辦公室用電排碳","N/A","283,209.0000","志旭國際人員汽車使用汽油排碳量","N/A",""
"=""8068""","全達","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8069""","元太","3,677.2235","母公司包含台灣地區新竹廠、林口廠；韓國地區辦事處;子公司包含美國廠區、揚州廠區及其他子公司","全球廠區","30,071.6461","母公司包含台灣地區新竹廠、林口廠；韓國地區辦事處;子公司包含美國廠區、揚州廠區及其他子公司","全球廠區","72,232.7000","母公司包含台灣地區新竹廠、林口廠；韓國地區辦事處;子公司包含美國廠區、揚州廠區及其他子公司","全球廠區","1.2400"
"=""8071""","能率網通","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8074""","鉅橡","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8076""","伍豐","21.0000","母公司","N/A","286.0000","母公司","N/A","N/A","N/A","N/A","0.1626"
"=""8077""","洛碁","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8080""","印鉐","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8083""","瑞穎","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8084""","巨虹","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8085""","福華","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8086""","宏捷科","46,277.1880","本公司之組織邊界設定採營運控制(權)，目前組織邊界之設定，以宏捷科技南科大利廠為主要組織邊界。","宏捷科技南科大利廠","18,785.0520","宏捷科技南科大利廠","宏捷科技南科大利廠","4,625.8348","宏捷科技南科大利廠","宏捷科技南科大利廠","0.0170"
"=""8087""","華鎂鑫","5.0916","麗升公司(母公司)","N/A","20.5432","麗升公司(母公司)","N/A","N/A","N/A","N/A",""
"=""8088""","品安","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8089""","康全電訊","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8091""","翔名","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8092""","建暐","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8093""","保銳","2.0000","僅母公司","僅母公司","0.2000","僅母公司","僅母公司","0.1000","僅母公司","僅母公司","0.0010"
"=""8096""","擎亞","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8097""","常珵","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8099""","大世科","154.7168","大世科與台灣子公司所屬各地辦公室。","N/A","1,011.4744","大世科與台灣子公司所屬各地辦公室。","N/A","226.7083","大世科與台灣子公司所屬各地辦公室。","N/A","0.3332"
"=""8107""","大億金茂","1.0838","母公司","N/A","406.0746","母公司","N/A","N/A","N/A","N/A",""
"=""8109""","博大","95.1359","僅母公司","N/A","1,186.5485","僅母公司","N/A","N/A","N/A","N/A",""
"=""8111""","立碁","180.0268","僅母公司","僅母公司 ","1,987.2634","僅母公司","僅母公司","88.7793","僅母公司","僅母公司","3.9900"
"=""8121""","越峰","3,549.0000","個體公司、昆山廠及廣州廠","N/A","44,200.0000","個體公司、昆山廠及廣州廠","N/A","1,325.3400","個體公司、昆山廠及廣州廠 (上游運輸及配送、員工通勤、下游運輸及配送)","N/A","18.7100"
"=""8147""","正淩","12.7387","母公司","母公司","2,121.2217","母公司","母公司","N/A","N/A","N/A","2.8472"
"=""8155""","博智","4,051.5350","本公司採用營運控制，邊界內所涵蓋之所有排放源，組織擁有100%溫室氣體排放移除之控制權。","本公司報告邊界範圍內產生之所有溫室氣體為盤查範圍。","21,019.2840","本公司採用營運控制，邊界內所涵蓋之所有排放源，組織擁有100%溫室氣體排放移除之控制權。","本公司報告邊界範圍內產生之所有溫室氣體為盤查範圍。","5,639.1294","本公司採用營運控制，邊界內所涵蓋之所有排放源，組織擁有100%溫室氣體排放移除之控制權。 ","本公司報告邊界範圍內產生之所有溫室氣體為盤查範圍。","8.6690"
"=""8171""","天宇","159.5827","組織邊界的各據點內所擁有的排放源，移動源包含公務車(汽油)、公務車(柴油)。 逸散源包含滅火器、工作時數(員工)、冷媒(冰水主機、冰箱、冷凍櫃、冷氣機、飲水機)、冷媒(冰箱、冷氣機、飲水機)、冷媒(冰水主機、冰箱、冷氣機、乾燥機、飲水機)。","N/A","236.8137","使用外購電力產生有關的間接溫室氣體排放。","N/A","N/A","N/A","N/A","0.4334"
"=""8176""","智捷","0.0000","母公司無生產及燃料源","N/A","89.5490","母公司電178,440度, 水1094度","N/A","0.0000","母公司無生產及燃料源","N/A","0.0000"
"=""8182""","加高","74.5997","母公司(高雄廠及台北辦公室)","母公司(高雄廠及台北辦公室)","5,486.5625","母公司(高雄廠及台北辦公室)","母公司(高雄廠及台北辦公室)","N/A","N/A","N/A","2.0530"
"=""8183""","精星","34.3387","本次組織邊界係設定於台灣精星科技股份有限公司的營運範圍所產生之溫室氣體排放。營運範圍登記住址為新竹縣湖口鄉鳳凰村實踐路12號，廠地面積為6628 m2，建築物面積為11137.94 m2","N/A","1,611.8537","本次組織邊界係設定於台灣精星科技股份有限公司的營運範圍所產生之溫室氣體排放。營運範圍登記住址為新竹縣湖口鄉鳳凰村實踐路12號，廠地面積為6628 m2，建築物面積為11137.94 m2","N/A","10.3556","本次組織邊界係設定於台灣精星科技股份有限公司的營運範圍所產生之溫室氣體排放。營運範圍登記住址為新竹縣湖口鄉鳳凰村實踐路12號，廠地面積為6628 m2，建築物面積為11137.94 m2","N/A","3.3930"
"=""8227""","巨有科技","13.7400","組織邊界：採營運權控制法，範圍為本個別公司，地點為台北市內湖區內湖路一段88號8樓、92號8樓之1、92號8樓及92號7樓。","N/A","256.6600","組織邊界：採營運權控制法，範圍為本個別公司，地點為台北市內湖區內湖路一段88號8樓、92號8樓之1、92號8樓及92號7樓。","N/A","N/A","N/A","N/A","0.2450"
"=""8234""","新漢","272.1796","母公司(含工廠)、宜蘭&高雄辦公室。 各子公司與三重&台中辦公室。","合理保證","3,876.5921","母公司(含工廠)、宜蘭&高雄辦公室。 各子公司與三重&台中辦公室。","合理保證","549.4184","母公司(含工廠)、宜蘭&高雄辦公室。 各子公司與三重&台中辦公室。","有限保證","0.8149"
"=""8240""","華宏","1,314.5090","母公司","母公司","8,470.2231","母公司","母公司","636,324.7288","母公司","母公司","2.6725"
"=""8255""","朋程","67,675.0000","母公司","母公司","15,110.0000","母公司","母公司","5,905.0000","母公司","母公司",""
"=""8277""","商丞","11.9330","包含合併財務報表之母子公司","N/A","296.3280","包含合併財務報表之母子公司","N/A","44.6780","包含合併財務報表之母子公司","N/A","1.1540"
"=""8279""","生展","2,396.7280","僅母公司","僅母公司","6,860.8438","僅母公司","僅母公司","2,049.5092","僅母公司","僅母公司","6.1500"
"=""8284""","三竹","3.0604","僅母公司","N/A","468.4980","僅母公司","N/A","N/A","N/A","N/A","0.1782"
"=""8289""","泰藝","274.0051","泰藝電子股份有限公司, 新北市樹林區樹潭街5號(以下稱工廠、廠內、公司等)","N/A","2,022.0534","泰藝電子股份有限公司, 新北市樹林區樹潭街5號","N/A","N/A","N/A","N/A",""
"=""8291""","尚茂","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8299""","群聯","228.3663","資料涵蓋範圍為群聯電子母公司所有廠房及租賃辦公室之使用，但扣除尚未正式營運滿一年、未使用之設施及據點及外包管理範圍。","資料涵蓋範圍為群聯電子母公司所有廠房及租賃辦公室之使用，但扣除尚未正式營運滿一年、未使用之設施及據點及外包管理範圍。","15,447.9343","資料涵蓋範圍為群聯電子母公司所有廠房及租賃辦公室之使用，但扣除尚未正式營運滿一年、未使用之設施及據點及外包管理範圍。","資料涵蓋範圍為群聯電子母公司所有廠房及租賃辦公室之使用，但扣除尚未正式營運滿一年、未使用之設施及據點及外包管理範圍。","4,905.0443","資料涵蓋範圍為群聯電子母公司所有廠房及租賃辦公室之使用，但扣除尚未正式營運滿一年、未使用之設施及據點及外包管理範圍。","資料涵蓋範圍為群聯電子母公司所有廠房及租賃辦公室之使用，但扣除尚未正式營運滿一年、未使用之設施及據點及外包管理範圍。","0.3250"
"=""8342""","益張","207.5815","僅母公司2022/1/1~2022/12/31","僅母公司2022/1/1~2022/12/31","2,038.4100","僅母公司2022/1/1~2022/12/31","僅母公司2022/1/1~2022/12/31","N/A","N/A","N/A","1.6135"
"=""8349""","恒耀國際","135.8600","本公司合併財務申報之母公司-涵蓋本公司於台灣的總公司(3F辦公室)、4樓辦公室、仁德廠、保安廠、勝利廠52號及勝利廠56號","確信涵蓋的場所及範圍如下： 本公司合併財務申報之母公司，涵蓋： (1) 本公司於台灣的總公司(3F辦公室)/範圍：辦公室作業 (2) 4樓辦公室/範圍：辦公室作業 (3) 仁德廠/範圍：OEM級汽車、工業用扣件及其他C類零件開發、設計與製造 (4) 保安廠/範圍：OEM級汽車、工業用扣件及其他C類零件開發、設計與製造 (5) 勝利廠52號/範圍：OEM級汽車、工業用扣件及其他C類零件開發、設計與製造 (6) 勝利廠56號/範圍：OEM級汽車、工業用扣件及其他C類零件開發、設計與製造","11,420.7283","本公司合併財務申報之母公司-涵蓋本公司於台灣的總公司(3F辦公室)、4樓辦公室、仁德廠、保安廠、勝利廠52號及勝利廠56號","確信涵蓋的場所及範圍如下： 本公司合併財務申報之母公司，涵蓋： (1) 本公司於台灣的總公司(3F辦公室)/範圍：辦公室作業 (2) 4樓辦公室/範圍：辦公室作業 (3) 仁德廠/範圍：OEM級汽車、工業用扣件及其他C類零件開發、設計與製造 (4) 保安廠/範圍：OEM級汽車、工業用扣件及其他C類零件開發、設計與製造 (5) 勝利廠52號/範圍：OEM級汽車、工業用扣件及其他C類零件開發、設計與製造 (6) 勝利廠56號/範圍：OEM級汽車、工業用扣件及其他C類零件開發、設計與製造","89,403.5152","本公司合併財務申報之母公司-涵蓋本公司於台灣的總公司(3F辦公室)、4樓辦公室、仁德廠、保安廠、勝利廠52號及勝利廠56號","確信涵蓋的場所及範圍如下： 本公司合併財務申報之母公司，涵蓋： (1) 本公司於台灣的總公司(3F辦公室)/範圍：辦公室作業 (2) 4樓辦公室/範圍：辦公室作業 (3) 仁德廠/範圍：OEM級汽車、工業用扣件及其他C類零件開發、設計與製造 (4) 保安廠/範圍：OEM級汽車、工業用扣件及其他C類零件開發、設計與製造 (5) 勝利廠52號/範圍：OEM級汽車、工業用扣件及其他C類零件開發、設計與製造 (6) 勝利廠56號/範圍：OEM級汽車、工業用扣件及其他C類零件開發、設計與製造","2.5568"
"=""8354""","冠好","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8358""","金居","3,129.6783","僅母公司.","僅母公司.","101,227.5076","僅母公司.","僅母公司.","N/A","N/A","N/A","16.9200"
"=""8383""","千附","318.9400","千附實業公司","N/A","636.2200","千附實業公司","N/A","N/A","N/A","N/A","0.7646"
"=""8390""","金益鼎","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8401""","白紗科","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8403""","盛弘","N/A","N/A","N/A","89.4000","母公司辦公室(桃園市桃園區經國路168號B2、B3、23F)、桃園市桃園區民生路107號","N/A","N/A","N/A","N/A","0.0386"
"=""8409""","商之器","161.9939","本公司及各分公司之營運據點","N/A","91.6085","本公司及各分公司之營運據點","N/A","N/A","N/A","N/A","11.4970"
"=""8410""","森田","5,743.1140","本公司","N/A","6,672.4787","本公司","N/A","7,911.8682","本公司","N/A","10.5300"
"=""8415""","大國鋼","23.2234"," 僅母公司","僅 母公司","12.6945","僅母公司"," 僅母公司","N/A","N/A","N/A","0.0042"
"=""8416""","實威","N/A","N/A","N/A","195.8402","以台灣母公司為主","N/A","N/A","N/A","N/A",""
"=""8421""","旭源","365.2096","旭源包裝科技股份有限公司-嘉義分公司 嘉義縣大林鎮大美里大埔美園區二路7號","旭源包裝科技股份有限公司-嘉義分公司 嘉義縣大林鎮大美里大埔美園區二路7號","3,329.9640","旭源包裝科技股份有限公司-嘉義分公司 嘉義縣大林鎮大美里大埔美園區二路7號","旭源包裝科技股份有限公司-嘉義分公司 嘉義縣大林鎮大美里大埔美園區二路7號","1,025.4023","旭源包裝科技股份有限公司-嘉義分公司 嘉義縣大林鎮大美里大埔美園區二路7號","旭源包裝科技股份有限公司-嘉義分公司 嘉義縣大林鎮大美里大埔美園區二路7號",""
"=""8423""","保綠-KY","443.8681","僅母公司","N/A","1,101.6770","僅母公司","N/A","N/A","N/A","N/A",""
"=""8424""","惠普","6,539.1506","惠普股份有限公司","惠普股份有限公司","7,434.3322","惠普股份有限公司","惠普股份有限公司","46,751.3920","惠普股份有限公司","惠普股份有限公司","14.6780"
"=""8426""","紅木-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8431""","匯鑽科","204.7300","深圳廠區","深圳廠區","9,627.4000","深圳廠區","深圳廠區","N/A","N/A","N/A","10.6500"
"=""8432""","東生華","0.0009","僅母公司","N/A","56.0806","僅母公司","N/A","84.0120","僅母公司","N/A","0.1727"
"=""8433""","弘帆","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8435""","鉅邁","12.7200","僅母公司","N/A","141.3970","僅母公司","N/A","N/A","N/A","N/A","0.0336"
"=""8436""","大江","3,646.0000","大江生醫股份有限公司農科廠區及美膚廠區 登記地址為屏東縣長治鄉神農路12號、屏東縣長治鄉農科路21號","大江生醫股份有限公司農科廠區及美膚廠區 登記地址為屏東縣長治鄉神農路12號、屏東縣長治鄉農科路21號","9,669.0000","大江生醫股份有限公司農科廠區及美膚廠區 登記地址為屏東縣長治鄉神農路12號、屏東縣長治鄉農科路21號","大江生醫股份有限公司農科廠區及美膚廠區 登記地址為屏東縣長治鄉神農路12號、屏東縣長治鄉農科路21號","5,298.0000","大江生醫股份有限公司農科廠區及美膚廠區 登記地址為屏東縣長治鄉神農路12號、屏東縣長治鄉農科路21號","大江生醫股份有限公司農科廠區及美膚廠區 登記地址為屏東縣長治鄉神農路12號、屏東縣長治鄉農科路21號","1.6600"
"=""8437""","大地-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8440""","綠電","275.9598","台北總公司，楊梅廠及楊梅二廠","N/A","863.3682","台北總公司，楊梅廠及楊梅二廠","N/A","1,737.3294","台北總公司，楊梅廠及楊梅二廠","N/A",""
"=""8444""","綠河-KY","6,996.1340","以子公司泰國GPT公司與GP公司為主","N/A","51,253.4900","以子公司泰國GPT公司與GP公司為主","N/A","N/A","N/A","N/A","12.5145"
"=""8446""","華研","167.0756","包含合併財務報表之母子公司","N/A","169.5707","包含合併財務報表之母子公司","N/A","N/A","N/A","N/A",""
"=""8450""","霹靂","21.2800","母公司","N/A","588.7200","母公司","N/A","N/A","N/A","N/A","3.8854"
"=""8455""","大拓-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8472""","夠麻吉","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8477""","創業家","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8489""","三貝德","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8905""","裕國","9,014.8431","北區三廠、台中廠、南投廠、仁武廠","N/A","12,049.6974","北區三廠、台中廠、南投廠、仁武廠","N/A","N/A","N/A","N/A","7.4811"
"=""8906""","花王","230.6535","僅母公司","N/A","744.5200","僅母公司","N/A","114.5041","僅母公司","N/A",""
"=""8908""","欣雄","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8916""","光隆","3,153.5433","柴油、汽油、天然氣、稻殼柴、液化石油氣、冷媒、化糞池、CO2滅火器","總公司、中壢廠、宜蘭廠、上海辦公室、共隆廠、湄公一廠、湄公二廠、博興廠、泰德廠、大阪辦公室、首爾辦公室","7,207.2778","外購電力","總公司、中壢廠、宜蘭廠、上海辦公室、共隆廠、湄公一廠、湄公二廠、博興廠、泰德廠、大阪辦公室、首爾辦公室","12,740.6804","主料上游運輸、購買能源、購買主料、廢棄物處置","總公司、中壢廠、宜蘭廠、上海辦公室、共隆廠、湄公一廠、湄公二廠、博興廠、泰德廠、大阪辦公室、首爾辦公室","1.3441"
"=""8917""","欣泰","196.1708","五股、土城公司、員工宿舍及營業區域內整壓、配氣站等屬公司產權，所使用之各排放源","N/A","299.4804","五股、土城公司、員工宿舍及營業區域內整壓、配氣站等屬公司產權，所使用之能源間接排放","N/A","235.7614","五股、土城公司廢棄物處理及營業區域內其他間接排放(天然氣漏損)","N/A",""
"=""8921""","沈氏","728.5021","母公司","N/A","3,574.2065","母公司","N/A","1,034.7768","母公司","N/A","4,302.7086"
"=""8923""","時報","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8924""","大田","N/A","N/A","N/A","13,173.4942","包含合併財務報表之母子公司之全年度用電度數統計","N/A","N/A","N/A","N/A","3.0162"
"=""8927""","北基","130.3958","母公司(總部及各營運站點)","N/A","1,888.5229","母公司(總部及各營運站點)","N/A","N/A","N/A","N/A","0.2851"
"=""8928""","鉅明","N/A","N/A","N/A","6,652.3950","鉅明所有廠區","N/A","N/A","N/A","N/A","2.5618"
"=""8929""","富堡","208.5626","本次盤查組織邊界採用營運控制權法，公司邊界設定為： 桃園總部：桃園市蘆竹區南山路二段205巷14號。 北營所：台北市中正區忠孝東路2段130號2F之3 中營所：台中市中區光復路30號 高營所：高雄市新興區中正三路55號28樓A12","N/A","843.8339","本次盤查組織邊界採用營運控制權法，公司邊界設定為： 桃園總部：桃園市蘆竹區南山路二段205巷14號。 北營所：台北市中正區忠孝東路2段130號2F之3 中營所：台中市中區光復路30號 高營所：高雄市新興區中正三路55號28樓A12","N/A","N/A","N/A","N/A",""
"=""8930""","青鋼","68.7745","母公司","母公司","509.8756","母公司","母公司","114.2936","母公司","N/A","0.3789"
"=""8931""","大汽電","566,334.0000","全公司","全公司","4,046.0000","全公司","全公司","107,192.0000","全公司","全公司","245.7500"
"=""8932""","智通","16.9221","僅龍潭廠區","N/A","1,042.4388","僅龍潭廠區","N/A","N/A","N/A","N/A","2.7000"
"=""8933""","愛地雅","143.3145","僅母公司","N/A","677.3297","母公司","N/A","158.9179","母公司","N/A","0.4107"
"=""8935""","邦泰","206.8570","台中市潭子區豐興路二段龍興巷23-6號","N/A","1,493.9943","台中市潭子區豐興路二段龍興巷23-6號","N/A","113.7414","台中市潭子區豐興路二段龍興巷23-6號","N/A","3.9901"
"=""8936""","國統","2,650.3461","合併財務報表之母子公司","N/A","9,361.5513","合併財務報表之母子公司","N/A","2,515.4925","合併財務報表之母子公司","N/A","0.0068"
"=""8937""","合騏","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8938""","明安","4,256.4000","僅母公司","N/A","10,571.4600","僅母公司","N/A","N/A","N/A","N/A","1.0400"
"=""8941""","關中","6.0740","僅母公司","N/A","49.3910","僅母公司","N/A","N/A","N/A","N/A",""
"=""8942""","森鉅","279.2000","母公司:公司車之汽油;柴油等.","N/A","18,358.0000","母公司:外購電力(台電帳單)等.","N/A","N/A","N/A","N/A","3.3550"
"=""9949""","琉園","0.0000","僅母公司(臺灣地區之辦公室+倉庫)","N/A","38.0000","僅母公司(臺灣地區之辦公室+倉庫)","N/A","N/A","N/A","N/A","0.2676"
"=""9950""","萬國通","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""9951""","皇田","237.9646","僅母公司","N/A","3,051.6712","僅母公司","N/A","519.7282","僅母公司","N/A","1.4334"
"=""9960""","邁達康","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""9962""","有益","3,122.6841","母公司","母公司","1,572.6317","母公司","母公司","N/A","N/A","N/A","1.3420"