"報告年度:2023","議題:能源管理"
"=""5381""","合正","N/A","N/A","N/A"
"=""5386""","青雲","N/A","N/A","N/A"
"=""5392""","能率","N/A","N/A","N/A"
"=""5398""","慕康生醫","N/A","N/A","N/A"
"=""5403""","中菲","N/A","N/A","N/A"
"=""5410""","國眾","N/A","N/A","N/A"
"=""5425""","台半","N/A","N/A","ISO 50001"
"=""5426""","振發","N/A","N/A","N/A"
"=""5432""","新門","N/A","N/A","N/A"
"=""5438""","東友","N/A","N/A","N/A"
"=""5439""","高技","N/A","N/A","N/A"
"=""5443""","均豪","N/A","N/A","N/A"
"=""5450""","南良","N/A","N/A","N/A"
"=""5452""","佶優","N/A","N/A","N/A"
"=""5455""","昇益","N/A","N/A","N/A"
"=""5457""","宣德","N/A","N/A","N/A"
"=""5460""","同協","0.0000%","僅母公司","N/A"
"=""5464""","霖宏","N/A","N/A","N/A"
"=""5465""","富驊","N/A","N/A","N/A"
"=""5468""","凱鈺","N/A","N/A","N/A"
"=""5474""","聰泰","N/A","N/A","N/A"
"=""5475""","德宏","N/A","N/A","N/A"
"=""5478""","智冠","N/A","N/A","N/A"
"=""5481""","新華","N/A","N/A","N/A"
"=""5483""","中美晶","0.0030%","母公司，包含：總公司、竹南分公司(竹南廠、二廠)、宜蘭分公司(一廠、三廠)、旭鑫分公司","ISO 50001"
"=""5487""","通泰","N/A","N/A","N/A"
"=""5488""","松普","N/A","N/A","N/A"
"=""5489""","彩富","N/A","N/A","N/A"
"=""5490""","同亨","N/A","N/A","N/A"
"=""5493""","三聯","N/A","N/A","N/A"
"=""5498""","凱崴","N/A","N/A","N/A"
"=""5508""","永信建","N/A","N/A","N/A"
"=""5511""","德昌","N/A","N/A","N/A"
"=""5512""","力麒","N/A","N/A","N/A"
"=""5514""","三豐","N/A","N/A","N/A"
"=""5516""","雙喜","N/A","N/A","N/A"
"=""5520""","力泰","N/A","N/A","N/A"
"=""5523""","豐謙","N/A","N/A","N/A"
"=""5529""","鉅陞","N/A","N/A","N/A"
"=""5530""","龍巖","N/A","N/A","N/A"
"=""5536""","聖暉*","N/A","N/A","ISO 50001"
"=""5543""","桓鼎-KY","N/A","N/A","N/A"
"=""5548""","安倉","N/A","N/A","N/A"
"=""5601""","台聯櫃","N/A","N/A","N/A"
"=""5603""","陸海","N/A","N/A","N/A"
"=""5604""","中連","N/A","N/A","N/A"
"=""5609""","中菲行","N/A","N/A","N/A"
"=""5701""","劍湖山","N/A","N/A","N/A"
"=""5703""","亞都麗緻","N/A","N/A","N/A"
"=""5704""","老爺知","N/A","N/A","N/A"
"=""5864""","致和證","N/A","N/A","N/A"
"=""5878""","台名","N/A","N/A","N/A"
"=""5902""","德記","N/A","N/A","N/A"
"=""5903""","全家","N/A","N/A","N/A"
"=""5904""","寶雅","0.0000%","以營運控制權法執行盤查作業原則，地理位置範圍含下列之辦公室、物流中心及411間分店","N/A"
"=""5905""","南仁湖","N/A","N/A","N/A"
"=""6015""","宏遠證","0.0000%","包含合併財務報表之母子公司","N/A"
"=""6016""","康和證","N/A","N/A","其他(ISO14064-3)"
"=""6020""","大展證","N/A","N/A","N/A"
"=""6021""","美好證","N/A","N/A","N/A"
"=""6023""","元大期貨","22.9800%","全台營運據點","ISO 50001"
"=""6026""","福邦證","N/A","N/A","N/A"
"=""6101""","寬魚國際","N/A","N/A","N/A"
"=""6103""","合邦","N/A","N/A","N/A"
"=""6104""","創惟","N/A","N/A","N/A"
"=""6109""","亞元","N/A","N/A","N/A"
"=""6111""","大宇資","N/A","N/A","N/A"
"=""6113""","亞矽","N/A","N/A","N/A"
"=""6114""","久威","N/A","N/A","N/A"
"=""6118""","建達","N/A","N/A","N/A"
"=""6121""","新普","65.0000%","包含合併財務報表之母子公司","ISO 50001"
"=""6122""","擎邦","N/A","N/A","N/A"
"=""6123""","上奇","N/A","N/A","N/A"
"=""6124""","業強","N/A","N/A","N/A"
"=""6125""","廣運","N/A","N/A","N/A"
"=""6126""","信音","6.5586%","合併財務報表之母子公司","N/A"
"=""6127""","九豪","N/A","N/A","N/A"
"=""6129""","普誠","N/A","N/A","N/A"
"=""6130""","上亞科技","N/A","N/A","N/A"
"=""6134""","萬旭","N/A","N/A","N/A"
"=""6138""","茂達","N/A","N/A","N/A"
"=""6140""","訊達電腦","N/A","N/A","N/A"
"=""6143""","振曜","N/A","N/A","N/A"
"=""6144""","得利影","N/A","N/A","N/A"
"=""6146""","耕興","N/A","N/A","N/A"
"=""6147""","頎邦","0.0100%","僅母公司 (全台灣六處營運據點)","ISO 50001"
"=""6148""","驊宏資","N/A","N/A","N/A"
"=""6150""","撼訊","N/A","N/A","N/A"
"=""6151""","晉倫","N/A","N/A","N/A"
"=""6154""","順發","N/A","N/A","N/A"
"=""6156""","松上","N/A","N/A","N/A"
"=""6158""","禾昌","N/A","N/A","N/A"
"=""6160""","欣技","N/A","N/A","N/A"
"=""6161""","捷波","N/A","N/A","N/A"
"=""6163""","華電網","N/A","N/A","N/A"
"=""6167""","久正","N/A","N/A","N/A"
"=""6169""","昱泉","N/A","N/A","N/A"
"=""6170""","統振","N/A","N/A","N/A"
"=""6171""","大城地產","N/A","N/A","N/A"
"=""6173""","信昌電","0.0000%","母公司台灣工廠","N/A"
"=""6174""","安碁","N/A","N/A","ISO 50001"
"=""6175""","立敦","N/A","N/A","N/A"
"=""6179""","亞通","N/A","N/A","N/A"
"=""6180""","橘子","12.5800%","包含內湖總部大樓及承租之數據機房。","N/A"
"=""6182""","合晶","1.2700%","台灣地區楊梅廠與龍潭廠","ISO 50001"
"=""6185""","幃翔","N/A","N/A","N/A"
"=""6186""","新潤","N/A","N/A","N/A"
"=""6187""","萬潤","N/A","N/A","N/A"
"=""6188""","廣明","N/A","N/A","N/A"
"=""6190""","萬泰科","N/A","N/A","N/A"
"=""6194""","育富","N/A","N/A","N/A"
"=""6195""","詩肯","N/A","N/A","N/A"
"=""6198""","瑞築","N/A","N/A","N/A"
"=""6199""","天品","N/A","N/A","N/A"
"=""6203""","海韻電","N/A","N/A","N/A"
"=""6204""","艾華","N/A","N/A","N/A"
"=""6207""","雷科","N/A","N/A","N/A"
"=""6208""","日揚","N/A","N/A","N/A"
"=""6210""","慶生","0.0000%","慶生電子股份有限公司-全廠區(2023年度)","N/A"
"=""6212""","理銘","N/A","N/A","N/A"
"=""6217""","中探針","N/A","N/A","N/A"
"=""6218""","豪勉","N/A","N/A","N/A"
"=""6219""","富旺","N/A","N/A","N/A"
"=""6220""","岳豐","0.0000%","台灣母公司(含台北辦事處)","N/A"
"=""6221""","晉泰","N/A","N/A","N/A"
"=""6222""","上揚","N/A","N/A","N/A"
"=""6223""","旺矽","N/A","N/A","N/A"
"=""6227""","茂綸","N/A","N/A","N/A"
"=""6228""","全譜","N/A","N/A","N/A"
"=""6229""","研通","N/A","N/A","N/A"
"=""6231""","系微","0.0000%","不適用","N/A"
"=""6233""","旺玖","N/A","N/A","N/A"
"=""6234""","高僑","N/A","N/A","N/A"
"=""6236""","中湛","N/A","N/A","N/A"
"=""6237""","驊訊","N/A","N/A","N/A"
"=""6240""","松崗","N/A","N/A","N/A"
"=""6241""","易通展","N/A","N/A","N/A"
"=""6242""","立康","N/A","N/A","N/A"
"=""6244""","茂迪","0.2000%","茂迪台灣廠區","N/A"
"=""6245""","立端","N/A","N/A","ISO 50001"
"=""6246""","臺龍","N/A","N/A","N/A"
"=""6248""","沛波","N/A","N/A","N/A"
"=""6259""","百徽","N/A","N/A","N/A"
"=""6261""","久元","N/A","N/A","ISO 50001"
"=""6263""","普萊德","13.6400%","母公司","N/A"
"=""6264""","富裔","N/A","未確信","其他"
"=""6265""","方土昶","N/A","N/A","N/A"
"=""6266""","泰詠","N/A","N/A","N/A"
"=""6270""","倍微","N/A","N/A","N/A"
"=""6274""","台燿","N/A","N/A","N/A"
"=""6275""","元山","N/A","N/A","N/A"
"=""6276""","安鈦克","N/A","N/A","N/A"
"=""6279""","胡連","3.2985%","涵蓋胡連集團之南京胡連,越南胡連,嘉興上河三個營運據點的數據","N/A"
"=""6284""","佳邦","N/A","N/A","N/A"
"=""6287""","元隆","N/A","N/A","N/A"
"=""6290""","良維","N/A","N/A","N/A"
"=""6291""","沛亨","N/A","N/A","N/A"
"=""6292""","迅德","N/A","N/A","N/A"
"=""6294""","智基","N/A","N/A","N/A"
"=""6411""","晶焱","N/A","N/A","N/A"
"=""6417""","韋僑","N/A","N/A","N/A"
"=""6418""","詠昇","N/A","N/A","N/A"
"=""6419""","京晨科","N/A","N/A","N/A"
"=""6425""","易發","N/A","N/A","N/A"
"=""6432""","今展科","N/A","N/A","N/A"
"=""6435""","大中","N/A","N/A","N/A"
"=""6441""","廣錠","N/A","N/A","N/A"
"=""6457""","紘康","N/A","N/A","N/A"
"=""6461""","益得","N/A","N/A","N/A"
"=""6462""","神盾","N/A","N/A","N/A"
"=""6465""","威潤","N/A","N/A","N/A"
"=""6469""","大樹","N/A","N/A","N/A"
"=""6470""","宇智","N/A","N/A","ISO 50001"
"=""6482""","弘煜科","N/A","N/A","N/A"
"=""6485""","點序","N/A","N/A","N/A"
"=""6486""","互動","N/A","N/A","N/A"
"=""6488""","環球晶","2.7000%","台灣區：環球晶圓總部&竹南廠、中德分公司 海外區：GlobalWafers Japan Co., Ltd.、昆山中辰矽晶、MEMC Electronic Materials S.p.A、MEMC Korea Company、MEMC Japan Ltd.、MEMC Electronic Materials Sdn. Bhd.、Topsil GlobalWafers A/S","ISO 50001"
"=""6492""","生華科","N/A","N/A","N/A"
"=""6494""","九齊","N/A","N/A","N/A"
"=""6496""","科懋","N/A","N/A","N/A"
"=""6499""","益安","N/A","N/A","N/A"
"=""6506""","雙邦","N/A","N/A","N/A"
"=""6508""","惠光","N/A","N/A","N/A"
"=""6509""","聚和","N/A","N/A","ISO 50001"
"=""6510""","精測","N/A","N/A","N/A"
"=""6512""","啟發電","N/A","N/A","N/A"
"=""6516""","勤崴國際","N/A","N/A","N/A"
"=""6517""","保勝光學","N/A","N/A","N/A"
"=""6523""","達爾膚","N/A","N/A","N/A"
"=""6527""","明達醫","N/A","N/A","N/A"
"=""6530""","創威","N/A","N/A","N/A"
"=""6532""","瑞耘","9.1244%","瑞耘科技位於台灣的新竹廠及新豐廠(母公司)","N/A"
"=""6535""","順藥","N/A","N/A","N/A"
"=""6538""","倉和","N/A","N/A","N/A"
"=""6542""","隆中","N/A","N/A","N/A"
"=""6546""","正基","N/A","N/A","N/A"
"=""6547""","高端疫苗","N/A","N/A","N/A"
"=""6548""","長科*","6.0000%","包含合併財務報表之母子公司","N/A"
"=""6556""","勝品","N/A","N/A","N/A"
"=""6560""","欣普羅","N/A","N/A","N/A"
"=""6561""","是方","0.0000%","114051 台北市內湖區瑞光路 68 號 2 樓 114062 台北市內湖區瑞光路 188 巷37 號 114067 台北市內湖區陽光街 250 號 114664 台北市內湖區瑞光路 76 巷45 號 中國(上海)自由貿易試驗區基隆路55 號6 層B09 室","N/A"
"=""6568""","宏觀","N/A","N/A","N/A"
"=""6569""","醫揚","N/A","N/A","其他(GHG Protocol)"
"=""6570""","維田","N/A","N/A","N/A"
"=""6574""","霈方","N/A","N/A","N/A"
"=""6576""","逸達","N/A","N/A","N/A"
"=""6577""","勁豐","N/A","N/A","N/A"
"=""6578""","達邦蛋白","N/A","N/A","N/A"
"=""6584""","南俊國際","N/A","N/A","N/A"
"=""6588""","東典","N/A","N/A","N/A"
"=""6589""","台康生技","N/A","N/A","N/A"
"=""6590""","普鴻","N/A","N/A","N/A"
"=""6593""","台灣銘板","N/A","N/A","N/A"
"=""6596""","寬宏藝術","N/A","N/A","N/A"
"=""6603""","富強鑫","N/A","N/A","N/A"
"=""6609""","瀧澤科","N/A","N/A","N/A"
"=""6612""","奈米醫材","N/A","N/A","N/A"
"=""6613""","朋億*","N/A","N/A","N/A"
"=""6615""","慧智","0.0000%","母公司","N/A"
"=""6616""","特昇-KY","N/A","N/A","N/A"
"=""6617""","共信-KY","N/A","N/A","N/A"
"=""6624""","萬年清","N/A","N/A","N/A"
"=""6629""","泰金-KY","41.0000%","合併財務報表之母子公司 ","其他(根據能源部法律驗證)"
"=""6637""","醫影","N/A","N/A","N/A"
"=""6640""","均華","N/A","N/A","N/A"
"=""6642""","富致","N/A","N/A","N/A"
"=""6643""","M31","0.0000%","無","N/A"
"=""6649""","台生材","N/A","N/A","N/A"
"=""6651""","全宇昕","N/A","N/A","N/A"
"=""6654""","天正國際","N/A","N/A","N/A"
"=""6661""","威健生技","N/A","N/A","N/A"
"=""6662""","樂斯科","N/A","N/A","N/A"
"=""6664""","群翊","N/A","N/A","N/A"
"=""6667""","信紘科","N/A","N/A","N/A"
"=""6679""","鈺太","N/A","N/A","N/A"
"=""6680""","鑫創電子","N/A","N/A","N/A"
"=""6683""","雍智科技","N/A","N/A","N/A"
"=""6684""","安格","N/A","N/A","N/A"
"=""6690""","安碁資訊","56.0000%","含合併財務報表之母子公司 ","N/A"
"=""6692""","進能服","N/A","N/A","N/A"
"=""6693""","廣閎科","N/A","N/A","N/A"
"=""6697""","東捷資訊","N/A","N/A","N/A"
"=""6703""","軒郁","N/A","N/A","N/A"
"=""6708""","天擎","N/A","N/A","N/A"
"=""6712""","長聖","N/A","N/A","N/A"
"=""6716""","應廣","N/A","N/A","N/A"
"=""6721""","信實","N/A","N/A","N/A"
"=""6727""","亞泰金屬","N/A","N/A","N/A"
"=""6728""","上洋","N/A","N/A","N/A"
"=""6732""","昇佳電子","5.1500%","昇佳電子(新竹總部)","N/A"
"=""6733""","博晟生醫","N/A","N/A","N/A"
"=""6735""","美達科技","N/A","N/A","N/A"
"=""6741""","91APP*-KY","N/A","N/A","N/A"
"=""6747""","亨泰光","N/A","N/A","N/A"
"=""6751""","智聯服務","0.0000%","含合併財務報表之母子公司","N/A"
"=""6752""","叡揚","N/A","N/A","N/A"
"=""6761""","穩得","N/A","N/A","N/A"
"=""6762""","達亞","N/A","N/A","N/A"
"=""6763""","綠界科技","N/A","N/A","N/A"
"=""6767""","台微醫","N/A","N/A","N/A"
"=""6785""","昱展新藥","N/A","N/A","N/A"
"=""6788""","華景電","N/A","N/A","N/A"
"=""6791""","虎門科技","N/A","N/A","N/A"
"=""6803""","崑鼎","N/A","N/A","N/A"
"=""6804""","明係","N/A","N/A","N/A"
"=""6811""","宏碁資訊","0.0000%","含合併財務報表之母子公司","N/A"
"=""6821""","聯寶","N/A","N/A","N/A"
"=""6823""","濾能","N/A","N/A","N/A"
"=""6829""","千附精密","N/A","N/A","N/A"
"=""6840""","東研信超","N/A","N/A","N/A"
"=""6841""","長佳智能","N/A","N/A","N/A"
"=""6843""","進典","N/A","N/A","N/A"
"=""6844""","諾貝兒","N/A","N/A","N/A"
"=""6846""","綠茵","N/A","N/A","N/A"
"=""6855""","數泓科","N/A","N/A","N/A"
"=""6856""","鑫傳","N/A","N/A","N/A"
"=""6859""","伯特光","N/A","N/A","N/A"
"=""6865""","偉康科技","N/A","N/A","N/A"
"=""6870""","騰雲","N/A","N/A","N/A"
"=""6874""","倍力","N/A","N/A","N/A"
"=""6875""","國邑*","N/A","N/A","N/A"
"=""6877""","鏵友益","N/A","N/A","N/A"
"=""6881""","潤德","0.0000%","尚無使用再生能源。","N/A"
"=""6894""","衛司特","N/A","N/A","N/A"
"=""6895""","宏碩系統","N/A","N/A","N/A"
"=""6899""","創為精密","N/A","N/A","N/A"
"=""6903""","巨漢","N/A","N/A","N/A"
"=""6904""","伯鑫","N/A","N/A","N/A"
"=""6922""","宸曜","N/A","N/A","N/A"
"=""6929""","佑全","N/A","N/A","N/A"
"=""6953""","家碩","N/A","N/A","N/A"
"=""7402""","邑錡","N/A","N/A","N/A"
"=""7556""","意德士科技","N/A","N/A","N/A"
"=""8024""","佑華","N/A","N/A","N/A"
"=""8027""","鈦昇","N/A","N/A","N/A"
"=""8032""","光菱","0.0000%","母公司","N/A"
"=""8034""","榮群","N/A","N/A","N/A"
"=""8038""","長園科","N/A","N/A","N/A"
"=""8040""","九暘","N/A","N/A","N/A"
"=""8042""","金山電","2.7000%","母公司及海外實體子公司","N/A"
"=""8043""","蜜望實","N/A","N/A","N/A"
"=""8044""","網家","N/A","N/A","N/A"
"=""8047""","星雲","N/A","N/A","N/A"
"=""8048""","德勝","N/A","N/A","N/A"
"=""8049""","晶采","N/A","N/A","N/A"
"=""8050""","廣積","N/A","N/A","N/A"
"=""8054""","安國","N/A","N/A","N/A"
"=""8059""","凱碩","N/A","N/A","N/A"
"=""8064""","東捷","N/A","N/A","N/A"
"=""8066""","來思達","N/A","N/A","N/A"
"=""8067""","志旭","N/A","N/A","N/A"
"=""8068""","全達","N/A","N/A","N/A"
"=""8069""","元太","29.4000%","全球廠區","ISO 50001"
"=""8071""","能率網通","N/A","N/A","N/A"
"=""8074""","鉅橡","N/A","N/A","N/A"
"=""8076""","伍豐","0.0000%","母公司","N/A"
"=""8077""","洛碁","N/A","N/A","N/A"
"=""8080""","印鉐","N/A","N/A","N/A"
"=""8083""","瑞穎","N/A","N/A","N/A"
"=""8084""","巨虹","N/A","N/A","N/A"
"=""8085""","福華","1.0200%","112年度","N/A"
"=""8086""","宏捷科","N/A","N/A","N/A"
"=""8087""","華鎂鑫","N/A","N/A","N/A"
"=""8088""","品安","N/A","N/A","N/A"
"=""8089""","康全電訊","N/A","N/A","N/A"
"=""8091""","翔名","0.0000%","僅母公司","N/A"
"=""8092""","建暐","N/A","N/A","N/A"
"=""8093""","保銳","N/A","N/A","N/A"
"=""8096""","擎亞","N/A","N/A","N/A"
"=""8097""","常珵","N/A","N/A","N/A"
"=""8099""","大世科","N/A","N/A","N/A"
"=""8107""","大億金茂","8.7408%","母公司","N/A"
"=""8109""","博大","N/A","N/A","N/A"
"=""8111""","立碁","0.8000%","僅母公司","N/A"
"=""8121""","越峰","1.4000%","桃園廠、昆山廠及廣州廠","ISO 50001"
"=""8147""","正淩","N/A","N/A","ISO 50001"
"=""8155""","博智","N/A","N/A","N/A"
"=""8171""","天宇","N/A","N/A","N/A"
"=""8176""","智捷","N/A","N/A","N/A"
"=""8182""","加高","N/A","N/A","N/A"
"=""8183""","精星","N/A","N/A","N/A"
"=""8227""","巨有科技","N/A","N/A","N/A"
"=""8234""","新漢","N/A","N/A","N/A"
"=""8240""","華宏","1.6900%","母公司","ISO 50001"
"=""8255""","朋程","1.1000%","母公司","ISO 50001"
"=""8277""","商丞","N/A","N/A","N/A"
"=""8279""","生展","N/A","N/A","N/A"
"=""8284""","三竹","N/A","N/A","N/A"
"=""8289""","泰藝","N/A","N/A","N/A"
"=""8291""","尚茂","N/A","N/A","N/A"
"=""8299""","群聯","3.1100%","僅母公司","N/A"
"=""8342""","益張","N/A","N/A","N/A"
"=""8349""","恒耀國際","N/A","N/A","N/A"
"=""8354""","冠好","N/A","N/A","N/A"
"=""8358""","金居","N/A","N/A","N/A"
"=""8383""","千附","N/A","N/A","N/A"
"=""8390""","金益鼎","N/A","N/A","N/A"
"=""8401""","白紗科","N/A","N/A","N/A"
"=""8403""","盛弘","N/A","N/A","N/A"
"=""8409""","商之器","N/A","N/A","N/A"
"=""8410""","森田","N/A","N/A","N/A"
"=""8415""","大國鋼","0.0000%","母公司及子公司大帝國 ","N/A"
"=""8416""","實威","N/A","N/A","N/A"
"=""8421""","旭源","N/A","N/A","ISO 50001"
"=""8423""","保綠-KY","N/A","N/A","N/A"
"=""8424""","惠普","N/A","N/A","N/A"
"=""8426""","紅木-KY","N/A","N/A","N/A"
"=""8431""","匯鑽科","N/A","N/A","N/A"
"=""8432""","東生華","N/A","N/A","N/A"
"=""8433""","弘帆","N/A","N/A","N/A"
"=""8435""","鉅邁","N/A","N/A","N/A"
"=""8436""","大江","2.3400%","僅母公司","ISO 50001"
"=""8437""","大地-KY","N/A","N/A","N/A"
"=""8440""","綠電","N/A","N/A","N/A"
"=""8444""","綠河-KY","N/A","N/A","N/A"
"=""8446""","華研","N/A","N/A","N/A"
"=""8450""","霹靂","N/A","N/A","N/A"
"=""8455""","大拓-KY","N/A","N/A","N/A"
"=""8472""","夠麻吉","N/A","N/A","N/A"
"=""8477""","創業家","N/A","N/A","N/A"
"=""8489""","三貝德","N/A","N/A","N/A"
"=""8905""","裕國","N/A","N/A","N/A"
"=""8906""","花王","N/A","N/A","N/A"
"=""8908""","欣雄","N/A","N/A","N/A"
"=""8916""","光隆","N/A","N/A","ISO 50001"
"=""8917""","欣泰","N/A","N/A","N/A"
"=""8921""","沈氏","N/A","N/A","N/A"
"=""8923""","時報","N/A","N/A","N/A"
"=""8924""","大田","N/A","N/A","N/A"
"=""8927""","北基","N/A","N/A","N/A"
"=""8928""","鉅明","N/A","N/A","N/A"
"=""8929""","富堡","20.9011%","僅母公司","N/A"
"=""8930""","青鋼","N/A","N/A","N/A"
"=""8931""","大汽電","0.0000%","全公司","N/A"
"=""8932""","智通","N/A","N/A","N/A"
"=""8933""","愛地雅","N/A","N/A","N/A"
"=""8935""","邦泰","N/A","N/A","N/A"
"=""8936""","國統","N/A","N/A","N/A"
"=""8937""","合騏","N/A","N/A","N/A"
"=""8938""","明安","N/A","N/A","N/A"
"=""8941""","關中","N/A","N/A","N/A"
"=""8942""","森鉅","N/A","N/A","N/A"
"=""9949""","琉園","N/A","N/A","N/A"
"=""9950""","萬國通","N/A","N/A","N/A"
"=""9951""","皇田","N/A","N/A","N/A"
"=""9960""","邁達康","N/A","N/A","N/A"
"=""9962""","有益","N/A","N/A","N/A"